eyeball_center,iris_ellipse,mask,png_path,dicenew,check
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((274.94144195019413, 200.51275214518185), (191.65850016949068, 160.4544390805006), -42.11933797355167)",19194,./openEDS/S_124/78.png,0.96373751,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((315.01359109134455, 229.2583168077495), (191.65850016949068, 184.85168069374797), -28.337226826436485)",20506,./openEDS/S_124/24.png,0.98726483,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((275.62721920812874, 257.2335371531906), (191.65850016949068, 178.1889681739749), -80.00095830568918)",18277,./openEDS/S_124/101.png,0.98710337,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((315.69417260106144, 229.23062210606608), (191.65850016949068, 184.94443296797235), -27.53176424608019)",20386,./openEDS/S_124/9.png,0.98895122,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((320.5124619444737, 274.3800593421507), (191.65850016949068, 190.692136314472), 66.89204451774569)",12845,./openEDS/S_124/121.png,0.9941883,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((262.82275577535677, 237.57647042500165), (191.65850016949068, 168.54004618136864), -67.47835403102403)",19898,./openEDS/S_124/98.png,0.98615353,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((318.9276694629958, 185.32441526617805), (191.65850016949068, 165.14366741504216), -11.57108575604244)",19563,./openEDS/S_124/58.png,0.99391771,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((282.0976799923507, 265.56286943466813), (191.65850016949068, 181.32121188977098), -87.56582478170299)",15233,./openEDS/S_124/112.png,0.98867202,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((299.24901314630836, 268.5763539523219), (191.65850016949068, 186.9456143214059), 88.85720985506624)",14187,./openEDS/S_124/114.png,0.98525158,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((280.3241431997986, 266.0299082196492), (191.65850016949068, 180.61463990700526), -88.12501638368737)",15408,./openEDS/S_124/107.png,0.98594312,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((292.14039041190557, 193.633630874643), (191.65850016949068, 163.84511970917757), -30.481893177258932)",19601,./openEDS/S_124/71.png,0.98919604,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((314.2693392844893, 184.58466108114004), (191.65850016949068, 163.9209932052809), -14.513735627201514)",19405,./openEDS/S_124/62.png,0.99113764,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((332.3374269726796, 188.92054482987197), (191.65850016949068, 168.55556661866493), -2.52916936279452)",20263,./openEDS/S_124/56.png,0.98998429,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((316.0476561223901, 229.76601292643332), (191.65850016949068, 185.14319221757736), -27.44367135259173)",20408,./openEDS/S_124/15.png,0.99110744,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((357.2622136568804, 258.31957335373784), (191.65850016949068, 189.73440199082515), 66.03985892794671)",14434,./openEDS/S_124/139.png,0.9900653,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((354.155490842726, 196.3205764888474), (191.65850016949068, 171.64958645815128), 14.375204898137364)",19958,./openEDS/S_124/44.png,0.98199376,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((261.63588288883847, 235.42634056205645), (191.65850016949068, 167.31137803101586), -66.39444411532268)",19813,./openEDS/S_124/96.png,0.98443659,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((362.99523242308874, 231.3813512951498), (191.65850016949068, 184.3247721891363), 36.690985511492286)",19461,./openEDS/S_124/29.png,0.98758308,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((315.4179542615347, 241.3781430708694), (191.65850016949068, 187.7329816161281), -37.63008041960827)",19352,./openEDS/S_124/0.png,0.99311514,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((316.39772308581905, 230.67909921896077), (191.65850016949068, 185.43977575443824), -27.59415554972501)",20289,./openEDS/S_124/19.png,0.98852931,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((319.7704946433108, 273.61889499344414), (191.65850016949068, 190.6435180767542), 70.22327680073138)",13151,./openEDS/S_124/123.png,0.99236295,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((357.76943082188154, 259.58441914635404), (191.65850016949068, 189.7361438969673), 69.36918318225118)",13854,./openEDS/S_124/134.png,0.99289907,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((315.61728527750495, 228.75221049403586), (191.65850016949068, 184.79918272085013), -27.332616750209038)",20651,./openEDS/S_124/12.png,0.99037515,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((339.91375141640845, 190.78817208413435), (191.65850016949068, 169.68590985664366), 3.0382623275499214)",20577,./openEDS/S_124/55.png,0.98970969,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((268.97555880139913, 222.46194907917786), (191.65850016949068, 167.41677888584158), -55.826465967535675)",19320,./openEDS/S_124/85.png,0.98166549,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((285.1756339150222, 196.10447520747036), (191.65850016949068, 162.63478830346375), -35.22102176356301)",19680,./openEDS/S_124/72.png,0.9598643,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((354.66084032269464, 230.86085801668207), (191.65850016949068, 185.56917844200672), 26.99004190959807)",19704,./openEDS/S_124/28.png,0.99636493,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((357.7131891665178, 259.7880729258473), (191.65850016949068, 189.75648405962093), 69.78867100233872)",11464,./openEDS/S_124/138.png,0.98861048,1
"(335.82367884713267, 267.8467590091766, 95.82925008474534)","((281.29201943056694, 265.1920663262485), (191.65850016949068, 180.99350354252635), -87.21294560840357)",15330,./openEDS/S_124/111.png,0.98680496,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((426.71606693846985, 175.25674749934953), (192.34259762507122, 188.2239082495884), 52.42968024485854)",19728,./openEDS/S_125/30.png,0.96970795,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((363.7954823734241, 136.04198945503035), (192.34259762507122, 174.56455849423648), -30.733674427298688)",19059,./openEDS/S_125/69.png,0.97312911,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((379.07005488087754, 217.72388541756436), (192.34259762507122, 189.25409686322598), 43.51290280845991)",14622,./openEDS/S_125/126.png,0.99181747,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((377.4046958695347, 177.96530512548208), (192.34259762507122, 189.47518566338505), -50.57702714034411)",18418,./openEDS/S_125/15.png,0.98713002,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((395.1102348122582, 133.0877066775073), (192.34259762507122, 177.94642799059062), -4.017533324006708)",21465,./openEDS/S_125/56.png,0.97081817,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((358.85211252286666, 176.29626552481545), (192.34259762507122, 185.10020051113824), -63.97574377892936)",16786,./openEDS/S_125/96.png,0.9913349,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((424.9471735939306, 151.09180343100027), (192.34259762507122, 182.82915371176404), 29.410492105980904)",22616,./openEDS/S_125/43.png,0.9607362,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((335.98956915942324, 147.23839206362507), (192.34259762507122, 168.5803312463386), -52.40932892946051)",16759,./openEDS/S_125/74.png,0.9848121,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((323.83662444825325, 176.55610601964594), (192.34259762507122, 169.8285614694457), -75.48004698316896)",7729,./openEDS/S_125/93.png,0.98217306,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((343.80447699542856, 200.85566878370005), (192.34259762507122, 181.1748838047475), 85.18685216148347)",8472,./openEDS/S_125/109.png,0.95655122,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((379.08121459012773, 215.52921458531273), (192.34259762507122, 189.57185178542707), 46.57112591194711)",14880,./openEDS/S_125/122.png,0.99034106,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((414.7109120708833, 203.57249975207606), (192.34259762507122, 191.3520298590304), -63.967211364942635)",14499,./openEDS/S_125/139.png,0.98967286,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((365.7205968987899, 208.18392599649576), (192.34259762507122, 187.82429009412834), 70.43193542684739)",15571,./openEDS/S_125/115.png,0.98777195,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((376.54226568646646, 129.59606362783884), (192.34259762507122, 174.30530693914167), -19.059473190739027)",20611,./openEDS/S_125/66.png,0.97065805,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((349.96550533356395, 148.43423343846086), (192.34259762507122, 175.16130022212909), -46.087133851584326)",18882,./openEDS/S_125/71.png,0.98313035,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((325.47339703594906, 182.356353792772), (192.34259762507122, 171.5429848459984), -79.44116018448912)",15253,./openEDS/S_125/98.png,0.99401001,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((382.6306396934732, 218.48212719659247), (192.34259762507122, 189.60540248672825), 37.14802874017042)",15032,./openEDS/S_125/121.png,0.99181194,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((323.4838498937355, 177.49922640254206), (192.34259762507122, 169.76007026020622), -76.21275074343704)",14179,./openEDS/S_125/95.png,0.99429058,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((343.4293443005232, 200.8419991332768), (192.34259762507122, 181.02089994957464), 85.23274268513929)",7644,./openEDS/S_125/108.png,0.90979619,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((359.82933531656425, 153.55928337637224), (192.34259762507122, 180.2027119538108), -42.98759015161254)",19192,./openEDS/S_125/80.png,0.98636056,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((379.0760701728406, 178.38824603169658), (192.34259762507122, 189.7789886970135), -49.023871457027134)",17572,./openEDS/S_125/3.png,0.98948621,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((391.36936893161055, 138.4852865851622), (192.34259762507122, 180.19740663054557), -8.063189043683265)",23107,./openEDS/S_125/54.png,0.96591533,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((346.47040153212447, 149.20412512255047), (192.34259762507122, 174.06993151587164), -48.49626864727169)",19099,./openEDS/S_125/79.png,0.9851632,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((376.6594528030765, 184.6986693735031), (192.34259762507122, 190.05895639799135), -63.387980127139095)",16593,./openEDS/S_125/7.png,0.98658709,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((422.612313678614, 165.15207011864356), (192.34259762507122, 187.09280349571145), 36.64958422515396)",6681,./openEDS/S_125/29.png,0.93283999,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((333.37811695518513, 192.37410306724115), (192.34259762507122, 176.46520279964915), -86.72284139778206)",15128,./openEDS/S_125/101.png,0.98960116,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((378.7498775406843, 172.34736880986804), (192.34259762507122, 188.8468685226417), -41.12060950075798)",19395,./openEDS/S_125/23.png,0.98494932,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((419.5967440486667, 206.10139878232417), (192.34259762507122, 190.5980484945611), -63.63956068453047)",15262,./openEDS/S_125/136.png,0.9870621,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((413.99848616105237, 142.8307506065819), (192.34259762507122, 181.45132495496128), 15.16829170610769)",24393,./openEDS/S_125/53.png,0.96505831,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((335.92889404296875, 147.40769958496094), (192.34259033203125, 168.61521211450568), 127.46829223632812)",272,./openEDS/S_125/73.png,0.123411978,2
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((342.8728656920237, 204.12137977748193), (192.34259762507122, 180.636725915284), 82.00518237690648)",15027,./openEDS/S_125/112.png,0.99069614,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((345.71848756635154, 205.2888643559185), (192.34259762507122, 181.72023811983235), 80.37612606760831)",14901,./openEDS/S_125/114.png,0.98058092,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((341.56290256758234, 204.41979487569785), (192.34259762507122, 180.06369446504905), 81.89431287830868)",15532,./openEDS/S_125/107.png,0.98984674,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((402.96527986401054, 209.24572016299496), (192.34259762507122, 191.70760836222158), -14.670148597235155)",14187,./openEDS/S_125/130.png,0.98992035,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((373.28438396563274, 178.78826461316646), (192.34259762507122, 188.8756931933328), -56.50625245019165)",20645,./openEDS/S_125/19.png,0.98486999,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((397.71463182465874, 175.61844167109157), (192.34259762507122, 190.86247722516694), -5.078168438735308)",20252,./openEDS/S_125/27.png,0.98363407,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((340.23163995952484, 148.7476484580258), (192.34259762507122, 171.19608312351832), -51.35905476159861)",17932,./openEDS/S_125/72.png,0.99333856,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((422.0078813924131, 148.1160675628015), (192.34259762507122, 182.3311995611648), 25.061872576552773)",24324,./openEDS/S_125/44.png,0.95996944,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((376.47364128317537, 128.70129770582736), (192.34259762507122, 173.83390715277218), -18.876788227645402)",21138,./openEDS/S_125/65.png,0.96767092,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((430.45020011349965, 174.90315973134662), (192.34259762507122, 187.40106964043855), 55.48043230608214)",20421,./openEDS/S_125/35.png,0.97479874,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((383.8449212726685, 182.9811126756791), (192.34259762507122, 190.88098597996768), -49.975447465508715)",17853,./openEDS/S_125/0.png,0.98572825,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((380.9227480448211, 180.8043355453284), (192.34259762507122, 190.31297278130134), -50.47966128738941)",17687,./openEDS/S_125/2.png,0.99228169,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((380.0045945237339, 216.26933983658938), (192.34259762507122, 189.5989810221524), 44.17455599274829)",14889,./openEDS/S_125/123.png,0.99137156,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((415.40692434723746, 207.16871848878884), (192.34259762507122, 191.04578356261948), -55.25221414186458)",15361,./openEDS/S_125/134.png,0.99154819,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((377.53115172287073, 180.44989815965607), (192.34259762507122, 189.79100436780212), -54.47639019802085)",18958,./openEDS/S_125/12.png,0.98914672,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((382.5734766428472, 218.91525849995492), (192.34259762507122, 189.5299370253378), 36.71199439912446)",15278,./openEDS/S_125/120.png,0.99033158,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((328.6286735922813, 169.6253640718704), (192.34259762507122, 171.32457793414395), -69.48269950014596)",15373,./openEDS/S_125/87.png,0.99221612,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((389.225490562888, 166.37052312600144), (192.34259762507122, 188.86608476018665), -19.097177230343604)",19597,./openEDS/S_125/38.png,0.98455253,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((410.0935639388477, 177.0651874980112), (192.34259762507122, 190.68534456215204), 28.925322659022495)",20603,./openEDS/S_125/28.png,0.98252645,1
"(399.5402523371201, 196.16252466885481, 96.17129881253561)","((416.9601825244255, 205.79854209468792), (192.34259762507122, 190.96404319944102), -61.05036399289299)",15071,./openEDS/S_125/138.png,0.98816291,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((369.864501953125, 192.30165100097656), (192.46728515625, 161.4834867807567), 168.876220703125)",28,./openEDS/S_126/63.png,0.018366678,2
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((424.0286665856839, 238.90236408171614), (192.46728356238768, 181.26066205830975), 40.861228190014366)",17660,./openEDS/S_126/35.png,0.97449388,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((358.6155866473283, 196.57954637305397), (192.46728356238768, 162.40101914521148), -18.744406180937485)",15453,./openEDS/S_126/70.png,0.98069473,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((356.796355260049, 279.22112779015964), (192.46728356238768, 189.18853059180958), -86.12798555309973)",17254,./openEDS/S_126/118.png,0.99363831,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((365.1371164912616, 233.67603517203062), (192.46728356238768, 182.6535352834571), -25.021575885535597)",21163,./openEDS/S_126/14.png,0.99043355,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((368.27300928679455, 239.07671453149032), (192.46728356238768, 184.88344355481692), -24.332309903427767)",21263,./openEDS/S_126/3.png,0.98690141,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((332.8517995395252, 274.1838962514536), (192.46728356238768, 181.69910611776078), -82.5727404736739)",17823,./openEDS/S_126/111.png,0.9924172,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((332.6233211087626, 212.5447843556712), (192.46728356238768, 163.5464138276956), -38.52858322433652)",20151,./openEDS/S_126/75.png,0.9907615,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((369.397670559593, 236.96396072011143), (192.46728356238768, 184.37372082529924), -22.061250078472366)",18567,./openEDS/S_126/9.png,0.99198671,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((318.5037891235785, 241.89933127555247), (192.46728356238768, 169.27186724635123), -60.22803656569774)",18793,./openEDS/S_126/92.png,0.99556523,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((408.4715447759424, 265.604522040446), (192.46728356238768, 190.05642499602897), 53.386459908778704)",18151,./openEDS/S_126/141.png,0.99168422,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((407.5488080953225, 270.2296657857296), (192.46728356238768, 190.62315977056068), 61.282435650384706)",16616,./openEDS/S_126/138.png,0.99160173,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((369.1807023492153, 283.3355182468659), (192.46728356238768, 191.30433064132453), 83.58027678769773)",15455,./openEDS/S_126/125.png,0.99573616,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((369.28775077425604, 194.7191513012046), (192.46728356238768, 163.14242456886367), -11.79259694017324)",19775,./openEDS/S_126/65.png,0.99432911,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((328.7368545189372, 220.24177656568529), (192.46728356238768, 165.80714557441016), -43.83995583816421)",19770,./openEDS/S_126/83.png,0.99383198,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((367.00086071019115, 238.92848328709624), (192.46728356238768, 184.65713696859277), -25.671028925280112)",20604,./openEDS/S_126/13.png,0.99254273,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((367.3877365487022, 237.23550128932047), (192.46728356238768, 184.18468231565333), -24.389169972522616)",16136,./openEDS/S_126/19.png,0.9897978,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((334.72926268553255, 274.9218565328228), (192.46728356238768, 182.47199857179749), -83.10130079626448)",17211,./openEDS/S_126/103.png,0.99177027,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((406.3582850954737, 204.4933851267201), (192.46728356238768, 169.40747769825012), 13.893980300562824)",9198,./openEDS/S_126/50.png,0.97207756,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((404.9718474813153, 206.69178001735082), (192.46728356238768, 170.91030108676878), 13.282517028457027)",22166,./openEDS/S_126/48.png,0.98309936,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((405.9958639301606, 207.2575426550255), (192.46728356238768, 171.09343606661776), 14.128089773911585)",20639,./openEDS/S_126/51.png,0.98284487,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((369.84314741987987, 282.1232225112492), (192.46728356238768, 191.3988830509445), 87.27647315138316)",14951,./openEDS/S_126/124.png,0.99628825,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((334.4288468012679, 271.8221035882327), (192.46728356238768, 182.17655278485054), -79.85909787836279)",15517,./openEDS/S_126/115.png,0.99202593,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((348.11882417550675, 276.279515471298), (192.46728356238768, 186.96751657842304), -82.72409720860803)",16818,./openEDS/S_126/117.png,0.99264509,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((368.2018216182239, 238.14616048663578), (192.46728356238768, 184.5869760551518), -23.94567598340303)",19185,./openEDS/S_126/11.png,0.99307447,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((332.8571728638736, 212.7923645450252), (192.46728356238768, 163.7888773888366), -38.509783185396685)",20149,./openEDS/S_126/76.png,0.99179298,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((409.12883615920003, 267.32921064446555), (192.46728356238768, 190.13690108774117), 57.32543157815095)",11585,./openEDS/S_126/142.png,0.99108424,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((333.9343638842119, 272.7353973889464), (192.46728356238768, 182.04427532590108), -80.90334479229004)",17702,./openEDS/S_126/110.png,0.99256948,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((317.40276527797346, 245.65232398873763), (192.46728356238768, 169.77814169013078), -63.0053902486296)",16188,./openEDS/S_126/88.png,0.99104312,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((406.6860758968992, 204.4010480430776), (192.46728356238768, 169.30216764253643), 14.107920366596275)",22027,./openEDS/S_126/47.png,0.98803943,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((368.0001570037688, 239.61031892990937), (192.46728356238768, 185.00699115457974), -24.91637938673328)",21981,./openEDS/S_126/7.png,0.99400817,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((368.6098785433012, 238.78944565247286), (192.46728356238768, 184.84165284764845), -23.807725212138877)",21957,./openEDS/S_126/5.png,0.9834949,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((399.4034666863927, 274.601102588833), (192.46728356238768, 191.80892007782532), 60.94955564118064)",17546,./openEDS/S_126/134.png,0.98851235,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((404.41309621464984, 226.4006218823652), (192.46728356238768, 180.66233938732287), 17.25751446583738)",19520,./openEDS/S_126/1.png,0.96902598,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((420.81870501507024, 239.14192708789452), (192.46728356238768, 182.16080040308117), 38.44257416859056)",19134,./openEDS/S_126/36.png,0.97187798,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((367.0180221822756, 235.80977074117456), (192.46728356238768, 183.6679610228843), -24.099360637505953)",20429,./openEDS/S_126/23.png,0.99411664,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((370.79576852732487, 281.66854184763287), (192.46728356238768, 191.51386338994607), 88.69050092220003)",9404,./openEDS/S_126/122.png,0.98768421,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((333.114652045917, 210.77351781306572), (192.46728356238768, 162.7572870447529), -37.57045388516736)",20339,./openEDS/S_126/78.png,0.99376299,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((333.34044923396107, 212.11471973801224), (192.46728356238768, 163.62254125545633), -37.987472829726116)",19268,./openEDS/S_126/82.png,0.99513785,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((367.98662037016675, 238.14569089201638), (192.46728356238768, 184.55687662042848), -24.183713948592693)",19605,./openEDS/S_126/22.png,0.98605998,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((333.78111229391357, 271.4072260632273), (192.46728356238768, 181.89448183030314), -79.54955755166048)",9949,./openEDS/S_126/114.png,0.97956973,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((318.5985959016149, 243.48266263585313), (192.46728356238768, 169.80381134615408), -61.19718781870638)",18315,./openEDS/S_126/90.png,0.99618716,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((410.3172206699404, 270.01101753892954), (192.46728356238768, 190.1878736615431), 63.83356963081479)",14534,./openEDS/S_126/137.png,0.99059452,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((368.9864550642448, 284.3680319026648), (192.46728356238768, 191.26114378905862), 80.49023766119349)",17827,./openEDS/S_126/120.png,0.98996243,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((422.7409042423165, 239.28336311648098), (192.46728356238768, 181.7195760369242), 40.10519254798401)",19881,./openEDS/S_126/32.png,0.97044775,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((422.04286591816896, 240.07153047486037), (192.46728356238768, 182.1391527975936), 40.077355196587185)",19668,./openEDS/S_126/37.png,0.97551273,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((372.92405044394786, 195.96021863011393), (192.46728356238768, 164.4917400960612), -9.603369464585974)",18737,./openEDS/S_126/59.png,0.99191202,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((364.8008936023919, 233.36025803010895), (192.46728356238768, 182.48838209172993), -25.206642918846327)",20258,./openEDS/S_126/15.png,0.98978914,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((368.60137566165946, 280.72185358089854), (192.46728356238768, 191.2432002926139), -88.26577450223363)",14374,./openEDS/S_126/129.png,0.99666829,1
"(387.3616409726095, 281.28986172832157, 96.23364178119384)","((406.77586742030354, 210.551281346838), (192.46728356238768, 172.82701366188275), 15.346967415582235)",21893,./openEDS/S_126/43.png,0.98201224,1
"(328.80437385805305, 249.32081684962515, 94.71564670068233)","((315.9691909610766, 221.35326655260204), (189.43129340136466, 186.06893131371172), -24.65186936441094)",21241,./openEDS/S_128/7.png,0.98740179,1
"(328.80437385805305, 249.32081684962515, 94.71564670068233)","((364.3427510755918, 216.57403060723794), (189.43129340136466, 181.02608624293077), 47.34102631887069)",19501,./openEDS/S_128/31.png,0.9825529,1
"(328.80437385805305, 249.32081684962515, 94.71564670068233)","((316.86876617445887, 268.9331924048074), (189.43129340136466, 187.5670802107564), 31.323661874834798)",12999,./openEDS/S_128/127.png,0.99309922,1
"(328.80437385805305, 249.32081684962515, 94.71564670068233)","((315.6131894421946, 220.62282296349994), (189.43129340136466, 185.88734577840117), -24.686126509963103)",21131,./openEDS/S_128/8.png,0.98655337,1
"(328.80437385805305, 249.32081684962515, 94.71564670068233)","((351.72129322860303, 253.27690797594244), (189.43129340136466, 187.51826698342185), -80.20570084546448)",17456,./openEDS/S_128/137.png,0.98316633,1
"(328.80437385805305, 249.32081684962515, 94.71564670068233)","((275.2095274057251, 261.53675534568714), (189.43129340136466, 178.48071593385936), 77.15986352252233)",17943,./openEDS/S_128/109.png,0.9811013,1
"(328.80437385805305, 249.32081684962515, 94.71564670068233)","((358.27683341877184, 194.77645876897446), (189.43129340136466, 175.38319310886843), 28.384095040078755)",21803,./openEDS/S_128/44.png,0.98099888,1
"(328.80437385805305, 249.32081684962515, 94.71564670068233)","((374.51338238839685, 218.64930774798194), (189.43129340136466, 178.44926919953545), 56.13772806540142)",19445,./openEDS/S_128/33.png,0.98569149,1
"(328.80437385805305, 249.32081684962515, 94.71564670068233)","((310.0146927204029, 172.0613933328978), (189.43129340136466, 165.69486232386654), -13.669100433152964)",20045,./openEDS/S_128/65.png,0.9845479,1
"(328.80437385805305, 249.32081684962515, 94.71564670068233)","((312.2665135245959, 173.22513205586506), (189.43129340136466, 166.7297498794389), -12.261409038527692)",19523,./openEDS/S_128/70.png,0.98645639,1
